user_id,test_group,converted,total_ads,most_ads_day,most_ads_hour,revenue,cost_per_impression,total_cost,profit,roi
1537309,ad,FALSE,1,Tuesday,12,0.00,0.0500,0.05,-0.05,-1.0000
1275041,ad,FALSE,20,Saturday,12,0.00,0.0500,1.00,-1.00,-1.0000
1104496,ad,FALSE,20,Monday,20,0.00,0.0500,1.00,-1.00,-1.0000
1323093,ad,FALSE,63,Monday,21,0.00,0.0500,3.15,-3.15,-1.0000
1079146,ad,FALSE,16,Wednesday,12,0.00,0.0500,0.80,-0.80,-1.0000
1386733,ad,FALSE,5,Wednesday,21,0.00,0.0500,0.25,-0.25,-1.0000
1166723,ad,FALSE,11,Monday,20,0.00,0.0500,0.55,-0.55,-1.0000
1266304,ad,FALSE,2,Saturday,13,0.00,0.0500,0.10,-0.10,-1.0000
1375410,ad,FALSE,18,Saturday,22,0.00,0.0500,0.90,-0.90,-1.0000
1263089,ad,FALSE,2,Thursday,14,0.00,0.0500,0.10,-0.10,-1.0000
1304313,ad,FALSE,1,Saturday,11,0.00,0.0500,0.05,-0.05,-1.0000
1193613,ad,TRUE,9,Tuesday,16,120.00,0.0500,0.45,119.55,265.6667
1177312,ad,FALSE,2,Tuesday,22,0.00,0.0500,0.10,-0.10,-1.0000
1567728,ad,FALSE,5,Friday,13,0.00,0.0500,0.25,-0.25,-1.0000
1552250,ad,FALSE,33,Friday,15,0.00,0.0500,1.65,-1.65,-1.0000
1290954,ad,FALSE,1,Monday,9,0.00,0.0500,0.05,-0.05,-1.0000
1278191,ad,FALSE,3,Monday,7,0.00,0.0500,0.15,-0.15,-1.0000
1165295,ad,FALSE,7,Sunday,15,0.00,0.0500,0.35,-0.35,-1.0000
1178584,ad,FALSE,22,Thursday,13,0.00,0.0500,1.10,-1.10,-1.0000
1031264,ad,FALSE,5,Thursday,7,0.00,0.0500,0.25,-0.25,-1.0000
1539890,ad,FALSE,142,Sunday,20,0.00,0.0500,7.10,-7.10,-1.0000
1296824,ad,FALSE,33,Tuesday,11,0.00,0.0500,1.65,-1.65,-1.0000
1080599,ad,FALSE,95,Friday,12,0.00,0.0500,4.75,-4.75,-1.0000
1045408,ad,FALSE,1,Saturday,17,0.00,0.0500,0.05,-0.05,-1.0000
1224206,ad,FALSE,50,Friday,11,0.00,0.0500,2.50,-2.50,-1.0000
1023119,ad,FALSE,42,Sunday,2,0.00,0.0500,2.10,-2.10,-1.0000
1320370,ad,FALSE,4,Thursday,20,0.00,0.0500,0.20,-0.20,-1.0000
1576108,ad,FALSE,24,Tuesday,12,0.00,0.0500,1.20,-1.20,-1.0000
1471631,ad,FALSE,15,Thursday,9,0.00,0.0500,0.75,-0.75,-1.0000
1341758,ad,FALSE,23,Saturday,18,0.00,0.0500,1.15,-1.15,-1.0000
1637500,ad,FALSE,43,Friday,14,0.00,0.0500,2.15,-2.15,-1.0000
1298631,ad,FALSE,1,Tuesday,22,0.00,0.0500,0.05,-0.05,-1.0000
1256491,ad,FALSE,12,Wednesday,13,0.00,0.0500,0.60,-0.60,-1.0000
1471172,ad,FALSE,3,Wednesday,16,0.00,0.0500,0.15,-0.15,-1.0000
1110095,ad,FALSE,41,Saturday,17,0.00,0.0500,2.05,-2.05,-1.0000
1373369,ad,FALSE,39,Wednesday,10,0.00,0.0500,1.95,-1.95,-1.0000
1079043,ad,FALSE,7,Thursday,8,0.00,0.0500,0.35,-0.35,-1.0000
1574486,ad,FALSE,1,Wednesday,13,0.00,0.0500,0.05,-0.05,-1.0000
1089642,ad,FALSE,16,Wednesday,23,0.00,0.0500,0.80,-0.80,-1.0000
1519132,ad,FALSE,27,Tuesday,21,0.00,0.0500,1.35,-1.35,-1.0000
1594992,ad,FALSE,29,Wednesday,11,0.00,0.0500,1.45,-1.45,-1.0000
1107059,ad,FALSE,10,Wednesday,11,0.00,0.0500,0.50,-0.50,-1.0000
1221140,ad,FALSE,17,Friday,14,0.00,0.0500,0.85,-0.85,-1.0000
1288710,ad,FALSE,12,Sunday,15,0.00,0.0500,0.60,-0.60,-1.0000
1309494,ad,FALSE,21,Monday,15,0.00,0.0500,1.05,-1.05,-1.0000
1556507,ad,FALSE,66,Monday,13,0.00,0.0500,3.30,-3.30,-1.0000
1037494,ad,FALSE,21,Thursday,17,0.00,0.0500,1.05,-1.05,-1.0000
1054080,ad,FALSE,22,Saturday,19,0.00,0.0500,1.10,-1.10,-1.0000
1018735,ad,FALSE,24,Monday,17,0.00,0.0500,1.20,-1.20,-1.0000
1213027,ad,FALSE,16,Wednesday,12,0.00,0.0500,0.80,-0.80,-1.0000
1037937,ad,FALSE,35,Tuesday,15,0.00,0.0500,1.75,-1.75,-1.0000
1157880,ad,FALSE,7,Sunday,11,0.00,0.0500,0.35,-0.35,-1.0000
1105099,ad,FALSE,1,Saturday,20,0.00,0.0500,0.05,-0.05,-1.0000
1583091,ad,FALSE,31,Friday,8,0.00,0.0500,1.55,-1.55,-1.0000
1347827,ad,FALSE,28,Wednesday,16,0.00,0.0500,1.40,-1.40,-1.0000
1534890,ad,FALSE,18,Monday,18,0.00,0.0500,0.90,-0.90,-1.0000
1463375,ad,FALSE,8,Tuesday,15,0.00,0.0500,0.40,-0.40,-1.0000
1574661,ad,FALSE,15,Friday,11,0.00,0.0500,0.75,-0.75,-1.0000
1079042,ad,FALSE,4,Monday,12,0.00,0.0500,0.20,-0.20,-1.0000
1498030,ad,FALSE,27,Wednesday,1,0.00,0.0500,1.35,-1.35,-1.0000
1183727,ad,FALSE,45,Sunday,15,0.00,0.0500,2.25,-2.25,-1.0000
1627142,ad,FALSE,1,Monday,20,0.00,0.0500,0.05,-0.05,-1.0000
1539313,ad,FALSE,14,Sunday,20,0.00,0.0500,0.70,-0.70,-1.0000
917000,psa,FALSE,32,Friday,22,0.00,0.0200,0.64,-0.64,-1.0000
1456639,ad,FALSE,18,Sunday,12,0.00,0.0500,0.90,-0.90,-1.0000
1038577,ad,FALSE,16,Monday,12,0.00,0.0500,0.80,-0.80,-1.0000
1151354,ad,FALSE,42,Sunday,12,0.00,0.0500,2.10,-2.10,-1.0000
1383499,ad,FALSE,18,Sunday,14,0.00,0.0500,0.90,-0.90,-1.0000
1004402,ad,FALSE,17,Thursday,2,0.00,0.0500,0.85,-0.85,-1.0000
1001894,ad,FALSE,13,Saturday,9,0.00,0.0500,0.65,-0.65,-1.0000
1327713,ad,FALSE,1,Thursday,18,0.00,0.0500,0.05,-0.05,-1.0000
1366523,ad,FALSE,9,Friday,16,0.00,0.0500,0.45,-0.45,-1.0000
1529639,ad,FALSE,15,Tuesday,9,0.00,0.0500,0.75,-0.75,-1.0000
1009042,ad,FALSE,1,Tuesday,15,0.00,0.0500,0.05,-0.05,-1.0000
1599450,ad,FALSE,92,Sunday,1,0.00,0.0500,4.60,-4.60,-1.0000
1184350,ad,FALSE,12,Friday,22,0.00,0.0500,0.60,-0.60,-1.0000
1280569,ad,FALSE,133,Tuesday,15,0.00,0.0500,6.65,-6.65,-1.0000
1357318,ad,FALSE,93,Sunday,10,0.00,0.0500,4.65,-4.65,-1.0000
1194812,ad,FALSE,45,Saturday,19,0.00,0.0500,2.25,-2.25,-1.0000
1613066,ad,FALSE,5,Friday,10,0.00,0.0500,0.25,-0.25,-1.0000
1418593,ad,FALSE,5,Monday,11,0.00,0.0500,0.25,-0.25,-1.0000
1250075,ad,FALSE,2,Saturday,15,0.00,0.0500,0.10,-0.10,-1.0000
1279055,ad,FALSE,1,Thursday,10,0.00,0.0500,0.05,-0.05,-1.0000
1521559,ad,FALSE,3,Sunday,17,0.00,0.0500,0.15,-0.15,-1.0000
1105597,ad,FALSE,3,Tuesday,21,0.00,0.0500,0.15,-0.15,-1.0000
1438803,ad,FALSE,21,Friday,1,0.00,0.0500,1.05,-1.05,-1.0000
1173383,ad,FALSE,4,Thursday,11,0.00,0.0500,0.20,-0.20,-1.0000
1570880,ad,FALSE,3,Tuesday,11,0.00,0.0500,0.15,-0.15,-1.0000
1037108,ad,FALSE,33,Wednesday,10,0.00,0.0500,1.65,-1.65,-1.0000
1460442,ad,FALSE,33,Saturday,20,0.00,0.0500,1.65,-1.65,-1.0000
1576104,ad,FALSE,3,Tuesday,23,0.00,0.0500,0.15,-0.15,-1.0000
1550738,ad,FALSE,11,Thursday,15,0.00,0.0500,0.55,-0.55,-1.0000
1560378,ad,FALSE,5,Wednesday,12,0.00,0.0500,0.25,-0.25,-1.0000
1653214,ad,FALSE,2,Wednesday,17,0.00,0.0500,0.10,-0.10,-1.0000
1144557,ad,FALSE,3,Wednesday,8,0.00,0.0500,0.15,-0.15,-1.0000
1259439,ad,FALSE,1,Tuesday,10,0.00,0.0500,0.05,-0.05,-1.0000
921206,psa,FALSE,3,Wednesday,13,0.00,0.0200,0.06,-0.06,-1.0000
1576896,ad,FALSE,15,Monday,9,0.00,0.0500,0.75,-0.75,-1.0000
1371343,ad,FALSE,13,Saturday,22,0.00,0.0500,0.65,-0.65,-1.0000
1598360,ad,FALSE,6,Thursday,13,0.00,0.0500,0.30,-0.30,-1.0000
909825,psa,FALSE,4,Wednesday,12,0.00,0.0200,0.08,-0.08,-1.0000
1653136,ad,FALSE,28,Thursday,15,0.00,0.0500,1.40,-1.40,-1.0000
1479045,ad,FALSE,1,Wednesday,10,0.00,0.0500,0.05,-0.05,-1.0000
1152868,ad,FALSE,4,Saturday,23,0.00,0.0500,0.20,-0.20,-1.0000
1303930,ad,FALSE,12,Thursday,8,0.00,0.0500,0.60,-0.60,-1.0000
1258770,ad,FALSE,3,Sunday,11,0.00,0.0500,0.15,-0.15,-1.0000
1487666,ad,FALSE,9,Saturday,17,0.00,0.0500,0.45,-0.45,-1.0000
1263860,ad,FALSE,25,Tuesday,6,0.00,0.0500,1.25,-1.25,-1.0000
1366207,ad,FALSE,84,Monday,10,0.00,0.0500,4.20,-4.20,-1.0000
1098809,ad,FALSE,5,Tuesday,20,0.00,0.0500,0.25,-0.25,-1.0000
1336359,ad,FALSE,3,Monday,14,0.00,0.0500,0.15,-0.15,-1.0000
1643885,ad,FALSE,8,Saturday,19,0.00,0.0500,0.40,-0.40,-1.0000
1628556,ad,FALSE,4,Tuesday,19,0.00,0.0500,0.20,-0.20,-1.0000
1062749,ad,FALSE,3,Thursday,8,0.00,0.0500,0.15,-0.15,-1.0000
1006055,ad,FALSE,6,Wednesday,12,0.00,0.0500,0.30,-0.30,-1.0000
1378303,ad,FALSE,1,Friday,19,0.00,0.0500,0.05,-0.05,-1.0000
1106364,ad,FALSE,5,Wednesday,9,0.00,0.0500,0.25,-0.25,-1.0000
1399844,ad,FALSE,31,Friday,2,0.00,0.0500,1.55,-1.55,-1.0000
1341948,ad,FALSE,18,Tuesday,10,0.00,0.0500,0.90,-0.90,-1.0000
1141573,ad,FALSE,6,Thursday,23,0.00,0.0500,0.30,-0.30,-1.0000
1377232,ad,FALSE,18,Monday,9,0.00,0.0500,0.90,-0.90,-1.0000
1429612,ad,FALSE,6,Saturday,10,0.00,0.0500,0.30,-0.30,-1.0000
1182150,ad,FALSE,5,Saturday,12,0.00,0.0500,0.25,-0.25,-1.0000
1417288,ad,FALSE,126,Thursday,21,0.00,0.0500,6.30,-6.30,-1.0000
1243385,ad,FALSE,23,Monday,4,0.00,0.0500,1.15,-1.15,-1.0000
1653205,ad,FALSE,18,Monday,10,0.00,0.0500,0.90,-0.90,-1.0000
1413830,ad,FALSE,1,Friday,21,0.00,0.0500,0.05,-0.05,-1.0000
1277441,ad,FALSE,19,Friday,9,0.00,0.0500,0.95,-0.95,-1.0000
1019886,ad,FALSE,13,Wednesday,14,0.00,0.0500,0.65,-0.65,-1.0000
1294960,ad,FALSE,3,Wednesday,14,0.00,0.0500,0.15,-0.15,-1.0000
1540410,ad,FALSE,11,Tuesday,10,0.00,0.0500,0.55,-0.55,-1.0000
1517335,ad,FALSE,13,Tuesday,22,0.00,0.0500,0.65,-0.65,-1.0000
1113921,ad,FALSE,32,Saturday,21,0.00,0.0500,1.60,-1.60,-1.0000
1364363,ad,FALSE,31,Sunday,21,0.00,0.0500,1.55,-1.55,-1.0000
1558435,ad,FALSE,8,Monday,19,0.00,0.0500,0.40,-0.40,-1.0000
1283399,ad,FALSE,87,Wednesday,10,0.00,0.0500,4.35,-4.35,-1.0000
1125137,ad,FALSE,45,Sunday,16,0.00,0.0500,2.25,-2.25,-1.0000
1491937,ad,FALSE,89,Saturday,14,0.00,0.0500,4.45,-4.45,-1.0000
1157404,ad,FALSE,25,Saturday,9,0.00,0.0500,1.25,-1.25,-1.0000
1340671,ad,FALSE,25,Wednesday,1,0.00,0.0500,1.25,-1.25,-1.0000
1107778,ad,FALSE,7,Wednesday,10,0.00,0.0500,0.35,-0.35,-1.0000
1601568,ad,FALSE,27,Friday,9,0.00,0.0500,1.35,-1.35,-1.0000
1323714,ad,FALSE,12,Saturday,9,0.00,0.0500,0.60,-0.60,-1.0000
1234671,ad,FALSE,17,Monday,15,0.00,0.0500,0.85,-0.85,-1.0000
1545070,ad,FALSE,2,Wednesday,15,0.00,0.0500,0.10,-0.10,-1.0000
1411699,ad,FALSE,6,Wednesday,13,0.00,0.0500,0.30,-0.30,-1.0000
1320442,ad,FALSE,7,Thursday,16,0.00,0.0500,0.35,-0.35,-1.0000
1220723,ad,FALSE,25,Monday,23,0.00,0.0500,1.25,-1.25,-1.0000
1480947,ad,FALSE,1,Sunday,11,0.00,0.0500,0.05,-0.05,-1.0000
1327157,ad,FALSE,3,Sunday,11,0.00,0.0500,0.15,-0.15,-1.0000
1148908,ad,FALSE,21,Sunday,8,0.00,0.0500,1.05,-1.05,-1.0000
1456595,ad,FALSE,6,Tuesday,10,0.00,0.0500,0.30,-0.30,-1.0000
1225819,ad,FALSE,1,Wednesday,19,0.00,0.0500,0.05,-0.05,-1.0000
1227375,ad,FALSE,28,Wednesday,17,0.00,0.0500,1.40,-1.40,-1.0000
1461156,ad,FALSE,1,Sunday,20,0.00,0.0500,0.05,-0.05,-1.0000
1474544,ad,FALSE,24,Saturday,20,0.00,0.0500,1.20,-1.20,-1.0000
1428382,ad,FALSE,8,Monday,19,0.00,0.0500,0.40,-0.40,-1.0000
1162082,ad,FALSE,19,Sunday,9,0.00,0.0500,0.95,-0.95,-1.0000
912532,psa,FALSE,17,Sunday,18,0.00,0.0200,0.34,-0.34,-1.0000
1221296,ad,FALSE,41,Thursday,9,0.00,0.0500,2.05,-2.05,-1.0000
1043380,ad,FALSE,29,Monday,15,0.00,0.0500,1.45,-1.45,-1.0000
1162299,ad,FALSE,5,Sunday,22,0.00,0.0500,0.25,-0.25,-1.0000
1631588,ad,FALSE,40,Friday,22,0.00,0.0500,2.00,-2.00,-1.0000
1345023,ad,FALSE,2,Thursday,9,0.00,0.0500,0.10,-0.10,-1.0000
1092203,ad,FALSE,8,Thursday,18,0.00,0.0500,0.40,-0.40,-1.0000
1374535,ad,FALSE,6,Saturday,19,0.00,0.0500,0.30,-0.30,-1.0000
1030666,ad,FALSE,5,Friday,23,0.00,0.0500,0.25,-0.25,-1.0000
1055953,ad,FALSE,17,Friday,10,0.00,0.0500,0.85,-0.85,-1.0000
1600200,ad,FALSE,16,Wednesday,14,0.00,0.0500,0.80,-0.80,-1.0000
1409197,ad,FALSE,7,Friday,15,0.00,0.0500,0.35,-0.35,-1.0000
1170093,ad,FALSE,38,Sunday,22,0.00,0.0500,1.90,-1.90,-1.0000
1524766,ad,TRUE,5,Saturday,13,120.00,0.0500,0.25,119.75,479.0000
903378,psa,FALSE,1,Thursday,13,0.00,0.0200,0.02,-0.02,-1.0000
1355069,ad,FALSE,3,Tuesday,21,0.00,0.0500,0.15,-0.15,-1.0000
1206362,ad,FALSE,40,Thursday,15,0.00,0.0500,2.00,-2.00,-1.0000
1541622,ad,FALSE,10,Tuesday,15,0.00,0.0500,0.50,-0.50,-1.0000
1565995,ad,TRUE,142,Tuesday,11,120.00,0.0500,7.10,112.90,15.9014
1000511,ad,FALSE,6,Wednesday,22,0.00,0.0500,0.30,-0.30,-1.0000
1573977,ad,FALSE,21,Monday,16,0.00,0.0500,1.05,-1.05,-1.0000
1331938,ad,FALSE,17,Sunday,21,0.00,0.0500,0.85,-0.85,-1.0000
1591098,ad,FALSE,6,Friday,15,0.00,0.0500,0.30,-0.30,-1.0000
1344188,ad,FALSE,16,Wednesday,9,0.00,0.0500,0.80,-0.80,-1.0000
1263691,ad,FALSE,3,Friday,14,0.00,0.0500,0.15,-0.15,-1.0000
1360842,ad,FALSE,12,Monday,17,0.00,0.0500,0.60,-0.60,-1.0000
1409860,ad,FALSE,16,Monday,22,0.00,0.0500,0.80,-0.80,-1.0000
1017890,ad,FALSE,1,Tuesday,11,0.00,0.0500,0.05,-0.05,-1.0000
1217818,ad,FALSE,3,Tuesday,17,0.00,0.0500,0.15,-0.15,-1.0000
1220994,ad,FALSE,26,Wednesday,13,0.00,0.0500,1.30,-1.30,-1.0000
1503452,ad,FALSE,2,Saturday,9,0.00,0.0500,0.10,-0.10,-1.0000
1239702,ad,TRUE,38,Tuesday,12,120.00,0.0500,1.90,118.10,62.1579
1363327,ad,FALSE,14,Saturday,10,0.00,0.0500,0.70,-0.70,-1.0000
1327978,ad,FALSE,6,Thursday,20,0.00,0.0500,0.30,-0.30,-1.0000
1196214,ad,FALSE,71,Thursday,10,0.00,0.0500,3.55,-3.55,-1.0000
1627278,ad,FALSE,7,Friday,13,0.00,0.0500,0.35,-0.35,-1.0000
921238,psa,FALSE,2,Tuesday,15,0.00,0.0200,0.04,-0.04,-1.0000
1424823,ad,FALSE,44,Saturday,14,0.00,0.0500,2.20,-2.20,-1.0000
1010084,ad,FALSE,5,Sunday,0,0.00,0.0500,0.25,-0.25,-1.0000
1382682,ad,FALSE,7,Wednesday,14,0.00,0.0500,0.35,-0.35,-1.0000
910850,psa,FALSE,5,Wednesday,13,0.00,0.0200,0.10,-0.10,-1.0000
1301595,ad,FALSE,4,Monday,14,0.00,0.0500,0.20,-0.20,-1.0000
1315437,ad,FALSE,103,Wednesday,13,0.00,0.0500,5.15,-5.15,-1.0000
1350275,ad,FALSE,17,Sunday,10,0.00,0.0500,0.85,-0.85,-1.0000
1558381,ad,FALSE,15,Sunday,19,0.00,0.0500,0.75,-0.75,-1.0000
1178993,ad,FALSE,80,Friday,22,0.00,0.0500,4.00,-4.00,-1.0000
1234429,ad,TRUE,207,Saturday,20,120.00,0.0500,10.35,109.65,10.5942
1515738,ad,FALSE,15,Sunday,17,0.00,0.0500,0.75,-0.75,-1.0000
1598856,ad,FALSE,371,Sunday,9,0.00,0.0500,18.55,-18.55,-1.0000
1397978,ad,FALSE,5,Thursday,15,0.00,0.0500,0.25,-0.25,-1.0000
1594844,ad,FALSE,2,Thursday,15,0.00,0.0500,0.10,-0.10,-1.0000
1277480,ad,FALSE,17,Sunday,11,0.00,0.0500,0.85,-0.85,-1.0000
1068696,ad,FALSE,30,Tuesday,11,0.00,0.0500,1.50,-1.50,-1.0000
1327287,ad,FALSE,11,Saturday,23,0.00,0.0500,0.55,-0.55,-1.0000
1511933,ad,FALSE,23,Friday,16,0.00,0.0500,1.15,-1.15,-1.0000
1580985,ad,FALSE,1,Thursday,14,0.00,0.0500,0.05,-0.05,-1.0000
1142392,ad,FALSE,23,Sunday,8,0.00,0.0500,1.15,-1.15,-1.0000
1260736,ad,FALSE,7,Sunday,10,0.00,0.0500,0.35,-0.35,-1.0000
1307290,ad,FALSE,21,Saturday,12,0.00,0.0500,1.05,-1.05,-1.0000
1401049,ad,FALSE,56,Friday,10,0.00,0.0500,2.80,-2.80,-1.0000
1528611,ad,FALSE,18,Sunday,18,0.00,0.0500,0.90,-0.90,-1.0000
912885,psa,FALSE,3,Thursday,9,0.00,0.0200,0.06,-0.06,-1.0000
1307424,ad,FALSE,12,Thursday,9,0.00,0.0500,0.60,-0.60,-1.0000
1573887,ad,FALSE,3,Friday,23,0.00,0.0500,0.15,-0.15,-1.0000
1554565,ad,FALSE,11,Tuesday,11,0.00,0.0500,0.55,-0.55,-1.0000
921145,psa,FALSE,11,Monday,22,0.00,0.0200,0.22,-0.22,-1.0000
1385711,ad,FALSE,20,Sunday,21,0.00,0.0500,1.00,-1.00,-1.0000
1444342,ad,FALSE,1,Saturday,18,0.00,0.0500,0.05,-0.05,-1.0000
1227235,ad,FALSE,21,Wednesday,11,0.00,0.0500,1.05,-1.05,-1.0000
1161130,ad,FALSE,13,Saturday,22,0.00,0.0500,0.65,-0.65,-1.0000
1377611,ad,FALSE,7,Wednesday,22,0.00,0.0500,0.35,-0.35,-1.0000
1283742,ad,FALSE,4,Friday,16,0.00,0.0500,0.20,-0.20,-1.0000
1352199,ad,FALSE,12,Thursday,16,0.00,0.0500,0.60,-0.60,-1.0000
1277995,ad,FALSE,47,Sunday,19,0.00,0.0500,2.35,-2.35,-1.0000
1440907,ad,FALSE,1,Sunday,12,0.00,0.0500,0.05,-0.05,-1.0000
1215846,ad,FALSE,16,Friday,21,0.00,0.0500,0.80,-0.80,-1.0000
1455136,ad,FALSE,25,Tuesday,11,0.00,0.0500,1.25,-1.25,-1.0000
1212808,ad,FALSE,6,Thursday,16,0.00,0.0500,0.30,-0.30,-1.0000
1416826,ad,FALSE,20,Tuesday,12,0.00,0.0500,1.00,-1.00,-1.0000
1197498,ad,FALSE,1,Thursday,12,0.00,0.0500,0.05,-0.05,-1.0000
1453485,ad,FALSE,10,Wednesday,7,0.00,0.0500,0.50,-0.50,-1.0000
1601331,ad,FALSE,1,Wednesday,16,0.00,0.0500,0.05,-0.05,-1.0000
1619574,ad,FALSE,2,Friday,16,0.00,0.0500,0.10,-0.10,-1.0000
1611212,ad,FALSE,1,Wednesday,11,0.00,0.0500,0.05,-0.05,-1.0000
1569148,ad,FALSE,1,Friday,7,0.00,0.0500,0.05,-0.05,-1.0000
1457181,ad,FALSE,2,Saturday,8,0.00,0.0500,0.10,-0.10,-1.0000
1604263,ad,FALSE,38,Tuesday,17,0.00,0.0500,1.90,-1.90,-1.0000
1033233,ad,FALSE,3,Monday,19,0.00,0.0500,0.15,-0.15,-1.0000
1384220,ad,FALSE,19,Thursday,23,0.00,0.0500,0.95,-0.95,-1.0000
1451818,ad,FALSE,7,Thursday,16,0.00,0.0500,0.35,-0.35,-1.0000
1333700,ad,FALSE,11,Tuesday,12,0.00,0.0500,0.55,-0.55,-1.0000
1574439,ad,FALSE,139,Friday,10,0.00,0.0500,6.95,-6.95,-1.0000
1190792,ad,FALSE,10,Friday,12,0.00,0.0500,0.50,-0.50,-1.0000
1642279,ad,FALSE,49,Tuesday,15,0.00,0.0500,2.45,-2.45,-1.0000
1640975,ad,FALSE,4,Tuesday,12,0.00,0.0500,0.20,-0.20,-1.0000
1602573,ad,FALSE,25,Sunday,15,0.00,0.0500,1.25,-1.25,-1.0000
1568910,ad,FALSE,17,Saturday,18,0.00,0.0500,0.85,-0.85,-1.0000
1019660,ad,FALSE,13,Saturday,13,0.00,0.0500,0.65,-0.65,-1.0000
1204498,ad,FALSE,17,Friday,14,0.00,0.0500,0.85,-0.85,-1.0000
1230506,ad,FALSE,17,Saturday,21,0.00,0.0500,0.85,-0.85,-1.0000
1353006,ad,FALSE,5,Friday,17,0.00,0.0500,0.25,-0.25,-1.0000
1060587,ad,FALSE,1,Wednesday,12,0.00,0.0500,0.05,-0.05,-1.0000
1276291,ad,FALSE,1,Saturday,19,0.00,0.0500,0.05,-0.05,-1.0000
1135808,ad,FALSE,4,Wednesday,17,0.00,0.0500,0.20,-0.20,-1.0000
912228,psa,FALSE,6,Thursday,14,0.00,0.0200,0.12,-0.12,-1.0000
1562435,ad,FALSE,24,Monday,12,0.00,0.0500,1.20,-1.20,-1.0000
1157223,ad,FALSE,2,Tuesday,7,0.00,0.0500,0.10,-0.10,-1.0000
1625470,ad,FALSE,46,Thursday,10,0.00,0.0500,2.30,-2.30,-1.0000
1066198,ad,FALSE,4,Friday,14,0.00,0.0500,0.20,-0.20,-1.0000
1493067,ad,FALSE,21,Thursday,15,0.00,0.0500,1.05,-1.05,-1.0000
1091245,ad,FALSE,16,Sunday,21,0.00,0.0500,0.80,-0.80,-1.0000
1592100,ad,FALSE,1,Monday,10,0.00,0.0500,0.05,-0.05,-1.0000
1525326,ad,FALSE,6,Monday,15,0.00,0.0500,0.30,-0.30,-1.0000
1371342,ad,FALSE,22,Monday,11,0.00,0.0500,1.10,-1.10,-1.0000
1329245,ad,FALSE,32,Thursday,20,0.00,0.0500,1.60,-1.60,-1.0000
1513746,ad,FALSE,2,Sunday,16,0.00,0.0500,0.10,-0.10,-1.0000
1241310,ad,FALSE,16,Sunday,15,0.00,0.0500,0.80,-0.80,-1.0000
1197105,ad,FALSE,2,Wednesday,15,0.00,0.0500,0.10,-0.10,-1.0000
1614528,ad,FALSE,5,Thursday,15,0.00,0.0500,0.25,-0.25,-1.0000
1049824,ad,FALSE,17,Sunday,16,0.00,0.0500,0.85,-0.85,-1.0000
1469638,ad,FALSE,23,Thursday,14,0.00,0.0500,1.15,-1.15,-1.0000
1185379,ad,FALSE,13,Monday,18,0.00,0.0500,0.65,-0.65,-1.0000
1016294,ad,FALSE,2,Sunday,23,0.00,0.0500,0.10,-0.10,-1.0000
1088500,ad,FALSE,27,Friday,19,0.00,0.0500,1.35,-1.35,-1.0000
1177721,ad,FALSE,28,Saturday,21,0.00,0.0500,1.40,-1.40,-1.0000
1185786,ad,FALSE,32,Friday,17,0.00,0.0500,1.60,-1.60,-1.0000
1484540,ad,FALSE,4,Wednesday,11,0.00,0.0500,0.20,-0.20,-1.0000
921953,psa,FALSE,11,Saturday,11,0.00,0.0200,0.22,-0.22,-1.0000
1547751,ad,FALSE,10,Wednesday,9,0.00,0.0500,0.50,-0.50,-1.0000
1290061,ad,FALSE,23,Wednesday,15,0.00,0.0500,1.15,-1.15,-1.0000
1291032,ad,FALSE,1,Tuesday,19,0.00,0.0500,0.05,-0.05,-1.0000
1151777,ad,FALSE,4,Wednesday,3,0.00,0.0500,0.20,-0.20,-1.0000
1280695,ad,FALSE,5,Tuesday,18,0.00,0.0500,0.25,-0.25,-1.0000
1555209,ad,FALSE,1,Tuesday,7,0.00,0.0500,0.05,-0.05,-1.0000
1630939,ad,FALSE,5,Friday,15,0.00,0.0500,0.25,-0.25,-1.0000
1470886,ad,FALSE,25,Sunday,14,0.00,0.0500,1.25,-1.25,-1.0000
1607579,ad,FALSE,15,Tuesday,12,0.00,0.0500,0.75,-0.75,-1.0000
1264534,ad,FALSE,1,Monday,10,0.00,0.0500,0.05,-0.05,-1.0000
1427915,ad,FALSE,5,Friday,14,0.00,0.0500,0.25,-0.25,-1.0000
1637451,ad,FALSE,15,Thursday,10,0.00,0.0500,0.75,-0.75,-1.0000
1177344,ad,FALSE,19,Saturday,16,0.00,0.0500,0.95,-0.95,-1.0000
913193,psa,FALSE,16,Thursday,20,0.00,0.0200,0.32,-0.32,-1.0000
1066705,ad,FALSE,12,Friday,14,0.00,0.0500,0.60,-0.60,-1.0000
1645719,ad,FALSE,9,Tuesday,15,0.00,0.0500,0.45,-0.45,-1.0000
1043697,ad,FALSE,82,Sunday,20,0.00,0.0500,4.10,-4.10,-1.0000
1398526,ad,FALSE,22,Sunday,19,0.00,0.0500,1.10,-1.10,-1.0000
1059567,ad,FALSE,4,Wednesday,7,0.00,0.0500,0.20,-0.20,-1.0000
1276942,ad,FALSE,5,Tuesday,15,0.00,0.0500,0.25,-0.25,-1.0000
1507520,ad,FALSE,39,Friday,19,0.00,0.0500,1.95,-1.95,-1.0000
1205632,ad,TRUE,53,Saturday,20,120.00,0.0500,2.65,117.35,44.2830
1650581,ad,FALSE,16,Thursday,12,0.00,0.0500,0.80,-0.80,-1.0000
1494583,ad,FALSE,2,Friday,9,0.00,0.0500,0.10,-0.10,-1.0000
